experiment,parameter_1,value_1,parameter_2,value_2,total_flow,major_share,mode,replications,mean_delay,p95_delay,throughput,end_queue,max_approach_delay,delay_gini,conflict_exposures_per_1000,ambiguity_events_per_1000,pedestrian_blocks_per_1000
crossover,pedestrian_rate,100,,,1000,0.5,Signal,24,14.318,38.2681,999.7083,0.0,15.2768,0.0296,0.0,0.0,43.1713
crossover,pedestrian_rate,100,,,1100,0.5,AWSC,24,8.4919,19.5112,1094.875,3.2917,8.8786,0.0192,190.9158,0.0,94.6259
crossover,pedestrian_rate,100,,,1100,0.5,Signal,24,14.4952,38.3925,1093.5833,0.0,15.5408,0.0328,0.0,0.0,42.2616
crossover,pedestrian_rate,100,,,1200,0.5,AWSC,24,10.632,24.1702,1190.5417,3.6667,11.077,0.0172,200.5032,0.0,92.0472
crossover,pedestrian_rate,100,,,1200,0.5,Signal,24,15.1235,38.6725,1190.375,0.0,16.0253,0.0238,0.0,0.0,43.04
crossover,pedestrian_rate,100,,,1300,0.5,AWSC,24,15.0024,34.795,1295.75,6.1667,15.4881,0.0141,216.6811,0.0,94.0405
crossover,pedestrian_rate,100,,,1300,0.5,Signal,24,15.4458,38.7032,1296.4167,0.0,16.5245,0.0273,0.0,0.0,45.2989
crossover,pedestrian_rate,100,,,1400,0.5,AWSC,24,24.7517,59.1537,1382.5,7.5417,25.7019,0.0164,232.9158,0.0,92.2563
crossover,pedestrian_rate,100,,,1400,0.5,Signal,24,15.7871,39.0367,1384.6667,0.0,16.7316,0.0238,0.0,0.0,42.2372
crossover,pedestrian_rate,100,,,1500,0.5,AWSC,24,63.4805,115.4407,1460.5,31.9583,65.1628,0.0116,243.4001,0.0,91.5449
crossover,pedestrian_rate,100,,,1500,0.5,Signal,24,16.2286,39.1086,1487.0833,0.0,17.2403,0.0259,0.0,0.0,43.9662
crossover,pedestrian_rate,100,,,1600,0.5,AWSC,24,207.5372,332.6132,1457.5,148.6667,211.9714,0.0086,249.5046,0.0,96.4116
crossover,pedestrian_rate,100,,,1600,0.5,Signal,24,16.7745,39.4625,1599.4167,0.0,18.0109,0.0317,0.0,0.0,41.9714
crossover,pedestrian_rate,100,,,1700,0.5,AWSC,24,322.4777,508.5518,1445.7917,253.375,328.0195,0.0072,247.0283,0.0,93.7587
crossover,pedestrian_rate,100,,,1700,0.5,Signal,24,16.8445,39.4669,1692.375,0.0,17.9866,0.0284,0.0,0.0,43.1188
crossover,pedestrian_rate,100,,,1800,0.5,AWSC,24,465.2531,738.3723,1414.625,385.375,473.8464,0.0074,246.5494,0.0,94.7261
crossover,pedestrian_rate,100,,,1800,0.5,Signal,24,17.7136,40.0691,1792.5,0.0833,18.7233,0.0249,0.0,0.0,45.0563
crossover,pedestrian_rate,100,,,1900,0.5,AWSC,24,571.2193,914.8937,1389.9167,505.0833,580.8878,0.0074,248.4476,0.0,94.6542
crossover,pedestrian_rate,100,,,1900,0.5,Signal,24,18.2335,40.581,1886.2083,0.2083,19.8313,0.0335,0.0,0.0,43.5083
crossover,pedestrian_rate,100,,,2000,0.5,AWSC,24,662.002,1072.2692,1372.0,623.1667,676.8307,0.0086,246.6634,0.0,95.3299
crossover,pedestrian_rate,100,,,2000,0.5,Signal,24,19.0485,41.3157,1986.2917,0.125,20.3917,0.0297,0.0,0.0,43.7972
crossover,pedestrian_rate,200,,,900,0.5,AWSC,24,7.834,18.9626,886.4167,1.875,8.2779,0.0219,166.2464,0.0,169.6549
crossover,pedestrian_rate,200,,,900,0.5,Signal,24,14.1403,38.1693,885.2083,0.0,15.0843,0.0291,0.0,0.0,75.4083
crossover,pedestrian_rate,200,,,1000,0.5,AWSC,24,9.4328,22.9514,999.6667,3.7083,9.9172,0.0208,186.9924,0.0,167.196
crossover,pedestrian_rate,200,,,1000,0.5,Signal,24,14.5227,38.3945,999.625,0.0,15.4873,0.0294,0.0,0.0,77.7259
crossover,pedestrian_rate,200,,,1100,0.5,AWSC,24,11.7518,28.6542,1094.4167,3.75,12.292,0.0207,202.9206,0.0,168.8615
crossover,pedestrian_rate,200,,,1100,0.5,Signal,24,14.7286,38.5326,1093.375,0.0833,15.8238,0.0333,0.0,0.0,78.3482
crossover,pedestrian_rate,200,,,1200,0.5,AWSC,24,17.4542,41.5017,1189.0,5.2083,18.1211,0.0168,218.8645,0.0,166.2172
crossover,pedestrian_rate,200,,,1200,0.5,Signal,24,15.4482,38.8493,1190.3333,0.0,16.4194,0.025,0.0,0.0,80.1652
crossover,pedestrian_rate,200,,,1300,0.5,AWSC,24,35.4326,76.7767,1288.7917,13.125,36.5149,0.0129,237.8749,0.0,167.3226
crossover,pedestrian_rate,200,,,1300,0.5,Signal,24,15.8309,39.0517,1296.0,0.0,16.982,0.0276,0.0,0.0,81.3361
crossover,pedestrian_rate,200,,,1400,0.5,AWSC,24,95.1876,173.3631,1336.25,53.7917,97.8984,0.0123,244.7359,0.0,164.9304
crossover,pedestrian_rate,200,,,1400,0.5,Signal,24,16.1758,39.3091,1384.625,0.0,17.174,0.0238,0.0,0.0,76.1883
crossover,pedestrian_rate,200,,,1500,0.5,AWSC,24,251.7922,409.8521,1320.9583,171.5,257.4384,0.0102,245.393,0.0,170.4544
crossover,pedestrian_rate,200,,,1500,0.5,Signal,24,16.7556,39.5405,1486.8333,0.0,17.8866,0.0273,0.0,0.0,77.7808
crossover,pedestrian_rate,200,,,1600,0.5,AWSC,24,414.3869,669.4788,1297.5833,308.5833,423.0834,0.0085,252.0933,0.0,169.267
crossover,pedestrian_rate,200,,,1600,0.5,Signal,24,17.3944,39.9678,1599.0833,0.0,18.8555,0.034,0.0,0.0,77.0491
crossover,pedestrian_rate,200,,,1700,0.5,AWSC,24,525.0899,838.4088,1282.9583,416.2083,535.2619,0.0076,244.7676,0.0,166.2635
crossover,pedestrian_rate,200,,,1700,0.5,Signal,24,17.6249,40.1254,1692.0417,0.0,19.1029,0.0342,0.0,0.0,77.5024
crossover,pedestrian_rate,200,,,1800,0.5,AWSC,24,654.5108,1059.409,1250.8333,549.1667,667.1843,0.008,248.6665,0.0,169.0118
crossover,pedestrian_rate,200,,,1800,0.5,Signal,24,18.569,40.9473,1791.8333,0.1667,19.8755,0.0306,0.0,0.0,79.2776
crossover,pedestrian_rate,200,,,1900,0.5,AWSC,24,765.4774,1237.756,1215.0417,679.9583,778.0262,0.0073,247.3222,0.0,171.6063
crossover,pedestrian_rate,200,,,1900,0.5,Signal,24,19.4957,42.6998,1885.2917,0.2917,21.811,0.0432,0.0,0.0,78.9918
crossover,pedestrian_rate,200,,,2000,0.5,AWSC,24,831.3498,1357.1019,1206.5,788.6667,850.3038,0.0087,245.9436,0.0,168.0485
crossover,pedestrian_rate,200,,,2000,0.5,Signal,24,20.6268,45.642,1985.2917,0.375,22.6934,0.0404,0.0,0.0,78.7325
crossover,pedestrian_rate,400,,,900,0.5,AWSC,24,10.1198,24.8216,885.4167,2.875,10.7191,0.023,189.361,0.0,273.1046
crossover,pedestrian_rate,400,,,900,0.5,Signal,24,14.4074,38.2782,885.125,0.0,15.4486,0.0305,0.0,0.0,126.9047
crossover,pedestrian_rate,400,,,1000,0.5,AWSC,24,15.2907,41.3613,997.75,5.625,16.0747,0.0199,208.1181,0.0,275.8643
crossover,pedestrian_rate,400,,,1000,0.5,Signal,24,14.8329,38.5881,999.5,0.0,15.8586,0.03,0.0,0.0,128.5076
crossover,pedestrian_rate,400,,,1100,0.5,AWSC,24,25.9322,63.4695,1088.0417,10.125,27.1016,0.0185,228.027,0.0,278.4674
crossover,pedestrian_rate,400,,,1100,0.5,Signal,24,15.1441,38.8512,1093.2917,0.125,16.4587,0.0353,0.0,0.0,128.9302
crossover,pedestrian_rate,400,,,1200,0.5,AWSC,24,67.7658,123.4123,1165.7917,28.4167,69.9731,0.0142,240.8069,0.0,272.9648
crossover,pedestrian_rate,400,,,1200,0.5,Signal,24,15.9401,39.2311,1190.2083,0.0,17.0654,0.0267,0.0,0.0,131.0529
crossover,pedestrian_rate,400,,,1300,0.5,AWSC,24,230.881,363.105,1171.625,130.2917,236.8098,0.0106,245.7154,0.0,275.0205
crossover,pedestrian_rate,400,,,1300,0.5,Signal,24,16.4451,39.5388,1295.375,0.0,17.8518,0.0316,0.0,0.0,131.9231
crossover,pedestrian_rate,400,,,1400,0.5,AWSC,24,361.3081,574.9189,1158.2083,231.8333,369.0277,0.0092,246.5226,0.0,273.0316
crossover,pedestrian_rate,400,,,1400,0.5,Signal,24,16.8891,39.8599,1384.4167,0.0417,18.0212,0.025,0.0,0.0,125.9011
crossover,pedestrian_rate,400,,,1500,0.5,AWSC,24,514.8704,843.1623,1133.0,359.4583,527.2274,0.0101,244.3368,0.0,276.3354
crossover,pedestrian_rate,400,,,1500,0.5,Signal,24,17.6665,40.4239,1486.2083,0.0833,19.1691,0.0338,0.0,0.0,128.1485
crossover,pedestrian_rate,400,,,1600,0.5,AWSC,24,671.3282,1091.6338,1098.8333,507.3333,686.0138,0.0088,249.7364,0.0,278.4039
crossover,pedestrian_rate,400,,,1600,0.5,Signal,24,18.599,41.399,1597.625,0.2083,20.512,0.0409,0.0,0.0,129.2084
crossover,pedestrian_rate,400,,,1700,0.5,AWSC,24,753.3179,1224.3287,1094.4167,604.75,769.5086,0.0085,247.2975,0.0,269.2938
crossover,pedestrian_rate,400,,,1700,0.5,Signal,24,18.9403,42.4269,1691.5833,0.0,20.9601,0.0412,0.0,0.0,128.5302
crossover,pedestrian_rate,400,,,1800,0.5,AWSC,24,881.6901,1449.1129,1049.3333,750.6667,901.3412,0.0089,248.4432,0.0,278.8377
crossover,pedestrian_rate,400,,,1800,0.5,Signal,24,20.2189,44.2643,1790.75,0.375,22.0644,0.0386,0.0,0.0,129.5084
crossover,pedestrian_rate,400,,,1900,0.5,AWSC,24,973.8946,1593.1704,1018.6667,876.3333,990.9494,0.0078,249.4137,0.0,280.6398
crossover,pedestrian_rate,400,,,1900,0.5,Signal,24,21.9023,49.8583,1884.2083,0.4167,25.0294,0.0565,0.0,0.0,130.4938
crossover,pedestrian_rate,400,,,2000,0.5,AWSC,24,1035.0704,1699.2177,1008.375,986.7917,1057.81,0.0089,246.9418,0.0,276.4181
crossover,pedestrian_rate,400,,,2000,0.5,Signal,24,23.8127,55.9382,1983.0417,0.6667,27.1385,0.0574,0.0,0.0,128.7646
crossover,stop_compliance,0.6,,,900,0.5,AWSC,24,5.0073,9.6063,908.5,1.375,5.1962,0.0154,281.1378,0.0,0.0
crossover,stop_compliance,0.6,,,900,0.5,Signal,24,13.8438,38.1087,906.3333,0.0,14.8477,0.0324,0.0,0.0,0.0
crossover,stop_compliance,0.6,,,1000,0.5,AWSC,24,5.2844,10.2479,1001.375,1.375,5.4661,0.0133,298.1345,0.0,0.0
crossover,stop_compliance,0.6,,,1000,0.5,Signal,24,14.0189,38.3224,999.5833,0.0,15.1091,0.0325,0.0,0.0,0.0
crossover,stop_compliance,0.6,,,1100,0.5,AWSC,24,5.6356,11.1281,1100.4583,1.6667,5.8167,0.0128,326.856,0.0,0.0
crossover,stop_compliance,0.6,,,1100,0.5,Signal,24,14.4813,38.3014,1098.75,0.0,15.7348,0.0342,0.0,0.0,0.0
crossover,stop_compliance,0.6,,,1200,0.5,AWSC,24,6.1104,12.3945,1190.9167,2.0833,6.3513,0.0154,350.5849,0.0,0.0
crossover,stop_compliance,0.6,,,1200,0.5,Signal,24,14.7403,38.3307,1188.6667,0.0,15.6744,0.0278,0.0,0.0,0.0
crossover,stop_compliance,0.6,,,1300,0.5,AWSC,24,6.9153,14.3365,1305.1667,2.75,7.1714,0.0159,368.1372,0.0,0.0
crossover,stop_compliance,0.6,,,1300,0.5,Signal,24,14.8946,38.4929,1303.3333,0.0,15.8593,0.0268,0.0,0.0,0.0
crossover,stop_compliance,0.6,,,1400,0.5,AWSC,24,7.6799,16.2174,1396.0,3.0,7.9673,0.0158,392.9488,0.0,0.0
crossover,stop_compliance,0.6,,,1400,0.5,Signal,24,15.4209,38.7075,1394.875,0.0,16.5871,0.0293,0.0,0.0,0.0
crossover,stop_compliance,0.6,,,1500,0.5,AWSC,24,9.0763,20.4375,1500.7083,4.0833,9.3589,0.0124,421.7156,0.0,0.0
crossover,stop_compliance,0.6,,,1500,0.5,Signal,24,15.5973,38.7859,1499.2917,0.0,16.4599,0.0221,0.0,0.0,0.0
crossover,stop_compliance,0.6,,,1600,0.5,AWSC,24,10.5761,23.0083,1581.4583,3.9583,10.8525,0.0113,438.5277,0.0,0.0
crossover,stop_compliance,0.6,,,1600,0.5,Signal,24,15.9335,38.991,1580.0417,0.0,16.7302,0.0225,0.0,0.0,0.0
crossover,stop_compliance,0.6,,,1700,0.5,AWSC,24,14.9954,34.6009,1680.6667,8.2917,15.4501,0.0126,457.344,0.0,0.0
crossover,stop_compliance,0.6,,,1700,0.5,Signal,24,16.3638,39.1404,1682.0,0.0,17.5475,0.0291,0.0,0.0,0.0
crossover,stop_compliance,0.6,,,1800,0.5,AWSC,24,23.2256,52.3826,1789.2917,10.4583,23.8925,0.0116,480.885,0.0,0.0
crossover,stop_compliance,0.6,,,1800,0.5,Signal,24,16.7811,39.2969,1791.9167,0.0,17.8208,0.0269,0.0,0.0,0.0
crossover,stop_compliance,0.6,,,1900,0.5,AWSC,24,60.9584,106.7627,1861.375,37.875,62.052,0.0089,491.8127,0.0,0.0
crossover,stop_compliance,0.6,,,1900,0.5,Signal,24,17.3481,39.6148,1891.9583,0.0,18.3417,0.0246,0.0,0.0,0.0
crossover,stop_compliance,0.6,,,2000,0.5,AWSC,24,163.2468,253.0827,1860.875,136.5833,166.2136,0.0073,492.6715,0.0,0.0
crossover,stop_compliance,0.6,,,2000,0.5,Signal,24,17.799,39.9395,1989.5,0.0,19.03,0.0269,0.0,0.0,0.0
crossover,stop_compliance,0.7,,,900,0.5,AWSC,24,5.2358,10.1552,908.4583,1.4167,5.4172,0.0147,212.4415,0.0,0.0
crossover,stop_compliance,0.7,,,900,0.5,Signal,24,13.8438,38.1087,906.3333,0.0,14.8477,0.0324,0.0,0.0,0.0
crossover,stop_compliance,0.7,,,1000,0.5,AWSC,24,5.5585,10.9631,1001.2917,1.4583,5.7799,0.0144,227.6317,0.0,0.0
crossover,stop_compliance,0.7,,,1000,0.5,Signal,24,14.0189,38.3224,999.5833,0.0,15.1091,0.0325,0.0,0.0,0.0
crossover,stop_compliance,0.7,,,1100,0.5,AWSC,24,5.969,11.9599,1100.4167,1.7083,6.1642,0.0133,253.3455,0.0,0.0
crossover,stop_compliance,0.7,,,1100,0.5,Signal,24,14.4813,38.3014,1098.75,0.0,15.7348,0.0342,0.0,0.0,0.0
crossover,stop_compliance,0.7,,,1200,0.5,AWSC,24,6.62,13.6045,1190.6667,2.3333,6.8634,0.0146,263.4893,0.0,0.0
crossover,stop_compliance,0.7,,,1200,0.5,Signal,24,14.7403,38.3307,1188.6667,0.0,15.6744,0.0278,0.0,0.0,0.0
crossover,stop_compliance,0.7,,,1300,0.5,AWSC,24,7.6095,16.4359,1304.9583,2.9583,7.9072,0.0163,289.2946,0.0,0.0
crossover,stop_compliance,0.7,,,1300,0.5,Signal,24,14.8946,38.4929,1303.3333,0.0,15.8593,0.0268,0.0,0.0,0.0
crossover,stop_compliance,0.7,,,1400,0.5,AWSC,24,8.8296,19.1837,1395.625,3.375,9.1721,0.0169,308.2996,0.0,0.0
crossover,stop_compliance,0.7,,,1400,0.5,Signal,24,15.4209,38.7075,1394.875,0.0,16.5871,0.0293,0.0,0.0,0.0
crossover,stop_compliance,0.7,,,1500,0.5,AWSC,24,10.9317,25.7682,1500.125,4.6667,11.3076,0.0136,324.36,0.0,0.0
crossover,stop_compliance,0.7,,,1500,0.5,Signal,24,15.5973,38.7859,1499.2917,0.0,16.4599,0.0221,0.0,0.0,0.0
crossover,stop_compliance,0.7,,,1600,0.5,AWSC,24,13.92,31.3476,1580.5833,4.8333,14.261,0.011,338.5956,0.0,0.0
crossover,stop_compliance,0.7,,,1600,0.5,Signal,24,15.9335,38.991,1580.0417,0.0,16.7302,0.0225,0.0,0.0,0.0
crossover,stop_compliance,0.7,,,1700,0.5,AWSC,24,25.9685,56.7468,1673.2917,15.6667,26.9133,0.015,356.4512,0.0,0.0
crossover,stop_compliance,0.7,,,1700,0.5,Signal,24,16.3638,39.1404,1682.0,0.0,17.5475,0.0291,0.0,0.0,0.0
crossover,stop_compliance,0.7,,,1800,0.5,AWSC,24,64.8812,108.0113,1761.125,38.625,66.1868,0.01,370.069,0.0,0.0
crossover,stop_compliance,0.7,,,1800,0.5,Signal,24,16.7811,39.2969,1791.9167,0.0,17.8208,0.0269,0.0,0.0,0.0
crossover,stop_compliance,0.7,,,1900,0.5,AWSC,24,160.9367,250.1454,1768.1667,131.0833,163.7985,0.0073,372.2464,0.0,0.0
crossover,stop_compliance,0.7,,,1900,0.5,Signal,24,17.3481,39.6148,1891.9583,0.0,18.3417,0.0246,0.0,0.0,0.0
crossover,stop_compliance,0.7,,,2000,0.5,AWSC,24,271.3527,429.6947,1754.375,243.0833,276.3154,0.0074,375.3513,0.0,0.0
crossover,stop_compliance,0.7,,,2000,0.5,Signal,24,17.799,39.9395,1989.5,0.0,19.03,0.0269,0.0,0.0,0.0
crossover,stop_compliance,0.8,,,900,0.5,AWSC,24,5.4571,10.7109,908.3333,1.5417,5.6817,0.0161,144.9221,0.0,0.0
crossover,stop_compliance,0.8,,,900,0.5,Signal,24,13.8438,38.1087,906.3333,0.0,14.8477,0.0324,0.0,0.0,0.0
crossover,stop_compliance,0.8,,,1000,0.5,AWSC,24,5.8651,11.733,1001.4583,1.2917,6.0864,0.014,158.2667,0.0,0.0
crossover,stop_compliance,0.8,,,1000,0.5,Signal,24,14.0189,38.3224,999.5833,0.0,15.1091,0.0325,0.0,0.0,0.0
crossover,stop_compliance,0.8,,,1100,0.5,AWSC,24,6.4118,13.236,1100.4167,1.7083,6.6073,0.0135,172.0777,0.0,0.0
crossover,stop_compliance,0.8,,,1100,0.5,Signal,24,14.4813,38.3014,1098.75,0.0,15.7348,0.0342,0.0,0.0,0.0
crossover,stop_compliance,0.8,,,1200,0.5,AWSC,24,7.1162,14.9755,1190.4167,2.5833,7.3749,0.0145,184.6522,0.0,0.0
crossover,stop_compliance,0.8,,,1200,0.5,Signal,24,14.7403,38.3307,1188.6667,0.0,15.6744,0.0278,0.0,0.0,0.0
crossover,stop_compliance,0.8,,,1300,0.5,AWSC,24,8.45,18.3103,1304.7917,3.125,8.7765,0.0166,197.1841,0.0,0.0
crossover,stop_compliance,0.8,,,1300,0.5,Signal,24,14.8946,38.4929,1303.3333,0.0,15.8593,0.0268,0.0,0.0,0.0
crossover,stop_compliance,0.8,,,1400,0.5,AWSC,24,10.2388,23.0634,1395.125,3.875,10.6024,0.0158,211.6646,0.0,0.0
crossover,stop_compliance,0.8,,,1400,0.5,Signal,24,15.4209,38.7075,1394.875,0.0,16.5871,0.0293,0.0,0.0,0.0
crossover,stop_compliance,0.8,,,1500,0.5,AWSC,24,13.9215,33.2977,1498.875,5.9167,14.4127,0.0134,223.6932,0.0,0.0
crossover,stop_compliance,0.8,,,1500,0.5,Signal,24,15.5973,38.7859,1499.2917,0.0,16.4599,0.0221,0.0,0.0,0.0
crossover,stop_compliance,0.8,,,1600,0.5,AWSC,24,20.3766,43.2724,1575.75,9.6667,20.8565,0.0108,232.5662,0.0,0.0
crossover,stop_compliance,0.8,,,1600,0.5,Signal,24,15.9335,38.991,1580.0417,0.0,16.7302,0.0225,0.0,0.0,0.0
crossover,stop_compliance,0.8,,,1700,0.5,AWSC,24,52.2149,97.4602,1653.0833,35.875,53.6292,0.0115,241.8293,0.0,0.0
crossover,stop_compliance,0.8,,,1700,0.5,Signal,24,16.3638,39.1404,1682.0,0.0,17.5475,0.0291,0.0,0.0,0.0
crossover,stop_compliance,0.8,,,1800,0.5,AWSC,24,159.0068,238.1955,1681.5833,118.1667,161.2023,0.0068,250.5301,0.0,0.0
crossover,stop_compliance,0.8,,,1800,0.5,Signal,24,16.7811,39.2969,1791.9167,0.0,17.8208,0.0269,0.0,0.0,0.0
crossover,stop_compliance,0.8,,,1900,0.5,AWSC,24,271.1855,432.5687,1667.2083,232.0417,276.5247,0.0077,248.8124,0.0,0.0
crossover,stop_compliance,0.8,,,1900,0.5,Signal,24,17.3481,39.6148,1891.9583,0.0,18.3417,0.0246,0.0,0.0,0.0
crossover,stop_compliance,0.8,,,2000,0.5,AWSC,24,381.5533,611.0862,1648.0,349.4583,388.5212,0.0075,249.4383,0.0,0.0
crossover,stop_compliance,0.8,,,2000,0.5,Signal,24,17.799,39.9395,1989.5,0.0,19.03,0.0269,0.0,0.0,0.0
crossover,stop_compliance,0.9,,,900,0.5,AWSC,24,5.7085,11.4012,908.25,1.625,5.9426,0.016,72.6949,0.0,0.0
crossover,stop_compliance,0.9,,,900,0.5,Signal,24,13.8438,38.1087,906.3333,0.0,14.8477,0.0324,0.0,0.0,0.0
crossover,stop_compliance,0.9,,,1000,0.5,AWSC,24,6.196,12.5707,1001.2083,1.5417,6.4456,0.0148,81.3908,0.0,0.0
crossover,stop_compliance,0.9,,,1000,0.5,Signal,24,14.0189,38.3224,999.5833,0.0,15.1091,0.0325,0.0,0.0,0.0
crossover,stop_compliance,0.9,,,1100,0.5,AWSC,24,6.9338,14.477,1100.3333,1.7917,7.1499,0.013,88.9473,0.0,0.0
crossover,stop_compliance,0.9,,,1100,0.5,Signal,24,14.4813,38.3014,1098.75,0.0,15.7348,0.0342,0.0,0.0,0.0
crossover,stop_compliance,0.9,,,1200,0.5,AWSC,24,7.8187,16.6093,1190.2083,2.7917,8.0993,0.014,93.6194,0.0,0.0
crossover,stop_compliance,0.9,,,1200,0.5,Signal,24,14.7403,38.3307,1188.6667,0.0,15.6744,0.0278,0.0,0.0,0.0
crossover,stop_compliance,0.9,,,1300,0.5,AWSC,24,9.512,21.0459,1304.2083,3.7083,9.8835,0.0166,101.8541,0.0,0.0
crossover,stop_compliance,0.9,,,1300,0.5,Signal,24,14.8946,38.4929,1303.3333,0.0,15.8593,0.0268,0.0,0.0,0.0
crossover,stop_compliance,0.9,,,1400,0.5,AWSC,24,12.401,28.4146,1394.0833,4.9167,12.9034,0.0164,110.8253,0.0,0.0
crossover,stop_compliance,0.9,,,1400,0.5,Signal,24,15.4209,38.7075,1394.875,0.0,16.5871,0.0293,0.0,0.0,0.0
crossover,stop_compliance,0.9,,,1500,0.5,AWSC,24,19.283,44.8059,1495.875,8.9167,19.9058,0.0129,115.1025,0.0,0.0
crossover,stop_compliance,0.9,,,1500,0.5,Signal,24,15.5973,38.7859,1499.2917,0.0,16.4599,0.0221,0.0,0.0,0.0
crossover,stop_compliance,0.9,,,1600,0.5,AWSC,24,38.9715,77.1195,1563.1667,22.25,39.9861,0.0116,119.9601,0.0,0.0
crossover,stop_compliance,0.9,,,1600,0.5,Signal,24,15.9335,38.991,1580.0417,0.0,16.7302,0.0225,0.0,0.0,0.0
crossover,stop_compliance,0.9,,,1700,0.5,AWSC,24,113.4081,186.9528,1602.7917,86.1667,115.8425,0.0101,122.1642,0.0,0.0
crossover,stop_compliance,0.9,,,1700,0.5,Signal,24,16.3638,39.1404,1682.0,0.0,17.5475,0.0291,0.0,0.0,0.0
crossover,stop_compliance,0.9,,,1800,0.5,AWSC,24,273.2255,420.3293,1582.2083,217.5417,277.3852,0.0072,123.956,0.0,0.0
crossover,stop_compliance,0.9,,,1800,0.5,Signal,24,16.7811,39.2969,1791.9167,0.0,17.8208,0.0269,0.0,0.0,0.0
crossover,stop_compliance,0.9,,,1900,0.5,AWSC,24,379.7743,612.4447,1569.1667,330.0833,387.3562,0.0078,121.9234,0.0,0.0
crossover,stop_compliance,0.9,,,1900,0.5,Signal,24,17.3481,39.6148,1891.9583,0.0,18.3417,0.0246,0.0,0.0,0.0
crossover,stop_compliance,0.9,,,2000,0.5,AWSC,24,481.9879,782.3213,1551.0,446.4583,490.7499,0.0078,125.614,0.0,0.0
crossover,stop_compliance,0.9,,,2000,0.5,Signal,24,17.799,39.9395,1989.5,0.0,19.03,0.0269,0.0,0.0,0.0
crossover,stop_compliance,1.0,,,900,0.5,AWSC,24,6.0093,12.1901,908.0417,1.8333,6.2406,0.0156,0.0,0.0,0.0
crossover,stop_compliance,1.0,,,900,0.5,Signal,24,13.8438,38.1087,906.3333,0.0,14.8477,0.0324,0.0,0.0,0.0
crossover,stop_compliance,1.0,,,1000,0.5,AWSC,24,6.6202,13.7299,1001.0833,1.6667,6.8706,0.0154,0.0,0.0,0.0
crossover,stop_compliance,1.0,,,1000,0.5,Signal,24,14.0189,38.3224,999.5833,0.0,15.1091,0.0325,0.0,0.0,0.0
crossover,stop_compliance,1.0,,,1100,0.5,AWSC,24,7.4785,15.9177,1100.25,1.875,7.7162,0.0132,0.0,0.0,0.0
crossover,stop_compliance,1.0,,,1100,0.5,Signal,24,14.4813,38.3014,1098.75,0.0,15.7348,0.0342,0.0,0.0,0.0
